individualCount,sex,lifeStage,ExtensionSimpleMultimedia:identifier,ExtensionSimpleMultimedia:rightsHolder,ExtensionSimpleMultimedia:license,type,language,license,rightsHolder,accessRights,datasetID,institutionCode,collectionCode,basisOfRecord,recordedBy,otherCatalogNumbers,occurrenceRemarks,previousIdentifications,organismRemarks,verbatimLabel,preparations,eventDate,georeferenceRemarks,decimalLongitude,decimalLatitude,kingdom
1,,adult,"<a href=""https://resolver.libis.be/FL17306098/stream"" target=""_url_details"">https://resolver.libis.be/FL17306098/stream</a>; <a href=""https://resolver.libis.be/FL17306099/stream"" target=""_url_details"">https://resolver.libis.be/FL17306099/stream</a>; <a href=""https://resolver.libis.be/FL17306100/stream"" target=""_url_details"">https://resolver.libis.be/FL17306100/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,664,Frans Pas Collection,,pas collection stuffed birds,664<br/>Ibis<br/>plegadis falcinellus<br/>ad<br/>prachtkleed,mounted: mounted skin,,unable to georeference,,,Animalia
1,male,juvenile,"<a href=""https://resolver.libis.be/FL17306105/stream"" target=""_url_details"">https://resolver.libis.be/FL17306105/stream</a>; <a href=""https://resolver.libis.be/FL17306106/stream"" target=""_url_details"">https://resolver.libis.be/FL17306106/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,1081,Frans Pas Collection,,pas collection stuffed birds,1081<br/>Zwarte Ooievaar<br/>Ciconia nigra<br/>juv ♂<br/>Beerse<br/>September,mounted: mounted skin,,coordinates are centroid of municipality,4.85645,51.31914,Animalia
1,male,adult,"<a href=""https://resolver.libis.be/FL17306117/stream"" target=""_url_details"">https://resolver.libis.be/FL17306117/stream</a>; <a href=""https://resolver.libis.be/FL17306118/stream"" target=""_url_details"">https://resolver.libis.be/FL17306118/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,115,Frans Pas Collection,,pas collection stuffed birds,115<br/>Blauwe Reiger<br/>ardea cinerea<br/>♂ ad<br/>winter,mounted: mounted skin,,unable to georeference,,,Animalia
1,,,"<a href=""https://resolver.libis.be/FL17306129/stream"" target=""_url_details"">https://resolver.libis.be/FL17306129/stream</a>; <a href=""https://resolver.libis.be/FL17306130/stream"" target=""_url_details"">https://resolver.libis.be/FL17306130/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,121,Frans Pas Collection,,pas collection stuffed birds,121<br/>Roerdomp<br/>botaurus stellarus<br/>houding -> bek omhoog<br/>wijfje ?!<br/>relatief klein exemplaar,mounted: mounted skin,,unable to georeference,,,Animalia
1,,,"<a href=""https://resolver.libis.be/FL17306141/stream"" target=""_url_details"">https://resolver.libis.be/FL17306141/stream</a>; <a href=""https://resolver.libis.be/FL17306142/stream"" target=""_url_details"">https://resolver.libis.be/FL17306142/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,615,Frans Pas Collection,,pas collection stuffed birds,Wouwaapje<br/>Ixobrychus minutus<br/>Herfst<br/>Merksem<br/>615,mounted: mounted skin,,coordinates are centroid of municipality,4.43972,51.24389,Animalia
1,male,adult,"<a href=""https://resolver.libis.be/FL17306153/stream"" target=""_url_details"">https://resolver.libis.be/FL17306153/stream</a>; <a href=""https://resolver.libis.be/FL17306154/stream"" target=""_url_details"">https://resolver.libis.be/FL17306154/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,122,Frans Pas Collection,,pas collection stuffed birds,122<br/>Roerdomp,mounted: mounted skin,,coordinates are centroid of municipality,5.08646,51.32023,Animalia
1,,adult,"<a href=""https://resolver.libis.be/FL17306167/stream"" target=""_url_details"">https://resolver.libis.be/FL17306167/stream</a>; <a href=""https://resolver.libis.be/FL17306168/stream"" target=""_url_details"">https://resolver.libis.be/FL17306168/stream</a>; <a href=""https://resolver.libis.be/FL17306169/stream"" target=""_url_details"">https://resolver.libis.be/FL17306169/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,665,Frans Pas Collection,,pas collection stuffed birds,Purperreiger<br/>665<br/>ardea purpurea<br/>ad<br/>prachtkleed<br/>man??,mounted: mounted skin,,unable to georeference,,,Animalia
1,,juvenile,"<a href=""https://resolver.libis.be/FL17306180/stream"" target=""_url_details"">https://resolver.libis.be/FL17306180/stream</a>; <a href=""https://resolver.libis.be/FL17306181/stream"" target=""_url_details"">https://resolver.libis.be/FL17306181/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,739,Frans Pas Collection,,pas collection stuffed birds,Wouwaapje<br/>Ixobrychus minutus<br/>2 - jarige vogel<br/>739,mounted: mounted skin,,unable to georeference,,,Animalia
1,female,juvenile,"<a href=""https://resolver.libis.be/FL17306192/stream"" target=""_url_details"">https://resolver.libis.be/FL17306192/stream</a>; <a href=""https://resolver.libis.be/FL17306193/stream"" target=""_url_details"">https://resolver.libis.be/FL17306193/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,503,Frans Pas Collection,,pas collection stuffed birds,503<br/>Roerdomp<br/>botaurus stellaris<br/>juv ♀<br/>Rijkevorsel<br/>november<br/>Roerdomp<br/>jong ♀<br/>november<br/>Rijkevorsel<br/>van achter Somers,mounted: mounted skin,,coordinates are centroid of municipality,4.75851,51.35037,Animalia
1,male,adult,"<a href=""https://resolver.libis.be/FL17902098/stream"" target=""_url_details"">https://resolver.libis.be/FL17902098/stream</a>; <a href=""https://resolver.libis.be/FL17902099/stream"" target=""_url_details"">https://resolver.libis.be/FL17902099/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,721,Frans Pas Collection,,pas collection stuffed birds,721<br/>Roerdomp<br/>botaurus stellaris<br/>ad<br/>♂,mounted: mounted skin,,unable to georeference,,,Animalia
1,male,adult,"<a href=""https://resolver.libis.be/FL17306208/stream"" target=""_url_details"">https://resolver.libis.be/FL17306208/stream</a>; <a href=""https://resolver.libis.be/FL17306209/stream"" target=""_url_details"">https://resolver.libis.be/FL17306209/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,604,Frans Pas Collection,,pas collection stuffed birds,Wouwaapje<br/>Ixobrychus minutus <br/>ad ♂<br/>604,mounted: mounted skin,,unable to georeference,,,Animalia
1,female,juvenile,"<a href=""https://resolver.libis.be/FL17306234/stream"" target=""_url_details"">https://resolver.libis.be/FL17306234/stream</a>; <a href=""https://resolver.libis.be/FL17306235/stream"" target=""_url_details"">https://resolver.libis.be/FL17306235/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,993,Frans Pas Collection,,pas collection stuffed birds,993<br/>Lepelaar<br/>platalea leucorodia<br/>juv<br/>♀<br/>juli,mounted: mounted skin,,unable to georeference,,,Animalia
1,,juvenile,"<a href=""https://resolver.libis.be/FL17306246/stream"" target=""_url_details"">https://resolver.libis.be/FL17306246/stream</a>; <a href=""https://resolver.libis.be/FL17306247/stream"" target=""_url_details"">https://resolver.libis.be/FL17306247/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,126,Frans Pas Collection,,pas collection stuffed birds,Wouwaapje<br/>Ixobrychus minutus<br/>Jonge vogel <br/>Overmere-Donk <br/>126,mounted: mounted skin,,coordinates are centroid of municipality,3.98038,51.04712,Animalia
1,,juvenile,"<a href=""https://resolver.libis.be/FL17306258/stream"" target=""_url_details"">https://resolver.libis.be/FL17306258/stream</a>; <a href=""https://resolver.libis.be/FL17306259/stream"" target=""_url_details"">https://resolver.libis.be/FL17306259/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,125,Frans Pas Collection,,pas collection stuffed birds,125<br/>Kwak<br/>nycticorax nycticorax<br/>jonge vogel<br/>Duitsland<br/>Kwak = nachtreiger<br/>1e winter,mounted: mounted skin,,coordinates are centroid of the country,6.70723,51.44282,Animalia
1,,adult,"<a href=""https://resolver.libis.be/FL17306270/stream"" target=""_url_details"">https://resolver.libis.be/FL17306270/stream</a>; <a href=""https://resolver.libis.be/FL17306271/stream"" target=""_url_details"">https://resolver.libis.be/FL17306271/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,362,Frans Pas Collection,,pas collection stuffed birds,362<br/>Kwak<br/>nycticorax nycticorax<br/>ad<br/>prachtkleed<br/>Duitsland,mounted: mounted skin,,coordinates are centroid of the country,6.70723,51.44282,Animalia
1,,adult,"<a href=""https://resolver.libis.be/FL17306282/stream"" target=""_url_details"">https://resolver.libis.be/FL17306282/stream</a>; <a href=""https://resolver.libis.be/FL17306283/stream"" target=""_url_details"">https://resolver.libis.be/FL17306283/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,124,Frans Pas Collection,,pas collection stuffed birds,124<br/>Ralreiger<br/>ardeola raloides<br/>prachtkleed<br/>Duitsland<br/>Ralreiger<br/>volwassen<br/>prachtkleed<br/>Duitsland,mounted: mounted skin,,coordinates are centroid of the country,6.70723,51.44282,Animalia
1,,adult,"<a href=""https://resolver.libis.be/FL17306294/stream"" target=""_url_details"">https://resolver.libis.be/FL17306294/stream</a>; <a href=""https://resolver.libis.be/FL17306295/stream"" target=""_url_details"">https://resolver.libis.be/FL17306295/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,50,Frans Pas Collection,Ardeola ibis,pas collection stuffed birds,Koereiger<br/>Ardeola ibis<br/>ad<br/>voorjaar<br/>50,mounted: mounted skin,,unable to georeference,,,Animalia
1,,juvenile,"<a href=""https://resolver.libis.be/FL17306306/stream"" target=""_url_details"">https://resolver.libis.be/FL17306306/stream</a>; <a href=""https://resolver.libis.be/FL17306307/stream"" target=""_url_details"">https://resolver.libis.be/FL17306307/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,428,Frans Pas Collection,,pas collection stuffed birds,428<br/>Kwak = nachtreiger<br/>nycticorax nycticorax<br/>juv<br/>oktober<br/>Beerse - kleiput K.V.S,mounted: mounted skin,,coordinates are centroid of municipality,4.85645,51.31914,Animalia
